District,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),Temp_Range,Humidity_Range,Wind_Range,Avg_Temp,Avg_Humidity,Month,Day,Year,Temp_Humidity_Range,AvgTemp_AvgHumidity,WindInteraction,precipitation,precipitation_flag
Hanumakonda,2023-05-24,0.0,26.985714285714288,39.55714285714286,35.65,78.50714285714285,0.0,5.792857142857143,12.57142857142857,42.85714285714285,5.792857142857143,33.27142857142857,57.07857142857142,5.0,24.0,2023,538.7755102040815,1899.085612244898,33.55719387755102,0.41,1
Hyderabad,2023-05-24,0.0,27.025,38.94375,31.65,73.29375,0.0,13.33125,11.918750000000005,41.64375,13.33125,32.984375,52.471875,5.0,24.0,2023,496.3414453125002,1730.7520019531248,177.72222656250003,0.04,0
Jagtial,2023-05-24,0.0,26.605555555555554,42.18333333333333,25.422222222222224,81.68333333333334,0.0,7.416666666666667,15.577777777777776,56.26111111111111,7.416666666666667,34.394444444444446,53.55277777777778,5.0,24.0,2023,876.423086419753,1841.9180401234569,55.00694444444445,0.17,1
Jangaon,2023-05-24,4.416666666666667,24.73333333333333,39.99166666666667,37.3,87.00833333333333,0.0916666666666666,10.5,15.258333333333333,49.70833333333333,10.408333333333331,32.3625,62.15416666666666,5.0,24.0,2023,758.4663194444444,2011.46421875,109.2875,0.04,0
Jayashankar,2023-05-24,0.3181818181818182,27.672727272727272,40.88181818181818,37.59090909090909,78.53636363636363,0.0,10.672727272727274,13.20909090909091,40.94545454545454,10.672727272727274,34.27727272727273,58.06363636363636,5.0,24.0,2023,540.8522314049586,1990.2630991735537,113.90710743801657,0.04,0
Jogulamba Gadwal,2023-05-24,2.216666666666667,27.075,40.3,25.85,64.975,0.0,12.9,13.225000000000003,39.125,12.9,33.6875,45.4125,5.0,24.0,2023,517.4281250000003,1529.83359375,166.41,2.74,1
Kamareddy,2023-05-24,0.1181818181818181,25.95,39.75909090909091,29.363636363636363,78.74545454545455,0.0409090909090909,8.200000000000001,13.809090909090909,49.38181818181819,8.15909090909091,32.85454545454545,54.054545454545455,5.0,24.0,2023,681.9180165289257,1775.937520661157,66.90454545454547,0.04,0
Karimnagar,2023-05-24,0.3249999999999999,26.5875,41.50625,28.725,75.73125,0.0,10.53125,14.918750000000005,47.00625,10.53125,34.046875,52.228125000000006,5.0,24.0,2023,701.2744921875002,1778.204443359375,110.9072265625,0.04,0
Khammam,2023-05-24,0.0,27.200000000000003,39.81904761904762,34.57619047619048,98.29523809523808,0.0,6.509523809523809,12.61904761904762,63.719047619047615,6.509523809523809,33.50952380952381,66.43571428571428,5.0,24.0,2023,804.0736961451247,2226.229149659864,42.37390022675736,0.04,0
Kumuram Bheem,2023-05-24,4.819999999999999,26.813333333333333,41.513333333333335,29.360000000000003,74.81333333333333,0.0066666666666666,13.486666666666668,14.700000000000005,45.45333333333333,13.480000000000002,34.163333333333334,52.086666666666666,5.0,24.0,2023,668.1640000000001,1779.4541555555556,181.80026666666672,0.04,0
Mahabubabad,2023-05-24,0.0,27.33125,40.125,34.84375,92.1125,0.05,7.16875,12.79375,57.26875,7.11875,33.728125,63.478125,5.0,24.0,2023,732.6820703125,2140.998134765625,51.03253906250001,0.325,1
Mahabubnagar,2023-05-24,0.23125,24.54375,38.45625,33.38125,83.04375,0.0,6.50625,13.912499999999998,49.6625,6.50625,31.5,58.212500000000006,5.0,24.0,2023,690.92953125,1833.69375,42.3312890625,0.04,0
Mancherial,2023-05-24,0.0,27.62222222222222,42.04444444444445,28.022222222222226,71.50555555555555,0.0,9.005555555555555,14.422222222222224,43.48333333333332,9.005555555555555,34.83333333333333,49.763888888888886,5.0,24.0,2023,627.1262962962962,1733.442129629629,81.10003086419752,0.0,0
Medak,2023-05-24,2.1333333333333333,24.214285714285715,38.74285714285715,32.50952380952381,86.85238095238095,0.0,8.50952380952381,14.528571428571432,54.34285714285714,8.50952380952381,31.47857142857143,59.680952380952384,5.0,24.0,2023,789.5240816326532,1878.67112244898,72.41199546485261,1.04,1
Medchal-Malkajgiri,2023-05-24,0.76,25.5,38.76,33.49333333333333,75.81333333333333,0.0066666666666666,12.493333333333334,13.259999999999998,42.32,12.486666666666668,32.129999999999995,54.653333333333336,5.0,24.0,2023,561.1632,1756.0115999999998,156.0000888888889,0.04,0
Mulugu,2023-05-24,0.0,27.6,40.56666666666667,33.31111111111111,83.88888888888889,0.0,6.355555555555556,12.966666666666669,50.577777777777776,6.355555555555556,34.083333333333336,58.6,5.0,24.0,2023,655.8251851851852,1997.2833333333333,40.39308641975309,0.04,1
Nagarkurnool,2023-05-24,1.435,25.445,38.75,33.525,78.58500000000001,0.01,10.63,13.305,45.06000000000001,10.62,32.0975,56.05500000000001,5.0,24.0,2023,599.5233000000001,1799.2253625,112.89059999999998,1.465,1
Nalgonda,2023-05-24,1.1838709677419357,26.325806451612905,40.541935483870965,35.599999999999994,84.74516129032257,0.0,7.303225806451613,14.21612903225806,49.14516129032258,7.303225806451613,33.43387096774194,60.17258064516128,5.0,24.0,2023,698.6539542143597,2011.8022970863683,53.337107180020816,0.68,1
Narayanpet,2023-05-24,0.0,25.654545454545453,39.4,27.43636363636364,67.28181818181818,0.0,7.818181818181818,13.745454545454546,39.845454545454544,7.818181818181818,32.527272727272724,47.35909090909091,5.0,24.0,2023,547.6938842975206,1540.4620661157023,61.12396694214876,0.27,1
Nirmal,2023-05-24,0.0421052631578947,25.894736842105264,41.82105263157895,24.17368421052632,72.19473684210527,0.0,9.621052631578948,15.926315789473689,48.02105263157896,9.621052631578948,33.857894736842105,48.1842105263158,5.0,24.0,2023,764.7984487534628,1631.4159279778396,92.5646537396122,0.34,1
Nizamabad,2023-05-24,0.0,26.53103448275862,41.49310344827586,25.731034482758623,72.65517241379311,0.0,8.520689655172413,14.96206896551724,46.92413793103449,8.520689655172413,34.012068965517244,49.19310344827586,5.0,24.0,2023,702.0821878715815,1673.1592271105828,72.60215219976217,0.46,1
Peddapalli,2023-05-24,0.0642857142857143,27.635714285714283,42.37857142857143,35.221428571428575,82.5,0.0,11.764285714285716,14.742857142857144,47.27857142857143,11.764285714285716,35.00714285714285,58.86071428571429,5.0,24.0,2023,697.0212244897959,2060.545433673469,138.39841836734698,0.02,1
Rajanna Sircilla,2023-05-24,0.1692307692307692,26.53076923076923,41.66923076923077,29.815384615384616,79.96923076923076,0.0,7.56923076923077,15.138461538461542,50.15384615384615,7.56923076923077,34.1,54.89230769230769,5.0,24.0,2023,759.2520710059172,1871.8276923076924,57.29325443786984,0.03,1
Rangareddy,2023-05-24,0.9407407407407408,24.192592592592597,38.43333333333334,34.388888888888886,82.97037037037036,0.0,12.65925925925926,14.240740740740744,48.58148148148148,12.65925925925926,31.312962962962963,58.67962962962962,5.0,24.0,2023,691.8362825788753,1837.4330692729768,160.2568449931413,0.735,1
Sangareddy,2023-05-24,0.2629629629629629,25.18148148148148,38.614814814814814,33.18888888888889,74.12222222222222,0.0222222222222222,6.811111111111111,13.433333333333334,40.93333333333333,6.788888888888889,31.898148148148145,53.65555555555555,5.0,24.0,2023,549.8711111111111,1711.5128600823043,46.239876543209874,1.18,1
Siddipet,2023-05-24,1.5416666666666667,25.1375,39.425,32.28333333333333,78.2,0.0,9.1,14.287499999999998,45.91666666666667,9.1,32.28125,55.24166666666667,5.0,24.0,2023,656.034375,1783.2700520833334,82.80999999999999,0.42,1
Suryapet,2023-05-24,0.0,27.32608695652174,40.426086956521736,37.05217391304348,88.10434782608696,0.0,5.878260869565218,13.099999999999998,51.05217391304348,5.878260869565218,33.87608695652174,62.57826086956523,5.0,24.0,2023,668.7834782608695,2119.906606805293,34.55395085066164,0.55,1
Vikarabad,2023-05-24,0.7105263157894737,24.105263157894736,37.91578947368421,30.2,76.49473684210527,0.0,5.121052631578947,13.81052631578947,46.29473684210527,5.121052631578947,31.01052631578947,53.34736842105264,5.0,24.0,2023,639.3546814404431,1654.329972299169,26.22518005540166,0.5,1
Wanaparthy,2023-05-24,0.0,26.685714285714287,39.67142857142857,34.135714285714286,70.27857142857142,0.0071428571428571,6.271428571428571,12.985714285714284,36.14285714285714,6.264285714285714,33.17857142857143,52.207142857142856,5.0,24.0,2023,469.3408163265305,1732.158418367347,39.28602040816327,0.04,0
Warangal,2023-05-24,0.0,26.753846153846155,40.26153846153846,36.4,89.92307692307692,0.0,8.523076923076923,13.507692307692302,53.52307692307692,8.523076923076923,33.50769230769231,63.161538461538456,5.0,24.0,2023,722.9732544378695,2116.397396449704,72.64284023668638,0.04,0
Yadadri Bhuvanagiri,2023-05-24,0.0176470588235294,24.511764705882356,39.188235294117646,38.7764705882353,86.22941176470589,0.0,6.847058823529412,14.676470588235292,47.45294117647059,6.847058823529412,31.85,62.50294117647059,5.0,24.0,2023,696.4416955017301,1990.7186764705884,46.88221453287198,0.8,1
Adilabad,2023-05-25,0.9611111111111112,28.666666666666668,41.650000000000006,26.950000000000003,59.73888888888889,0.0,12.383333333333333,12.983333333333338,32.788888888888884,12.383333333333333,35.15833333333334,43.34444444444445,5.0,25.0,2023,425.7090740740742,1523.9184259259264,153.34694444444443,0.64,1
Bhadradri Kothagudem,2023-05-25,0.4739130434782609,28.821739130434786,40.64782608695652,40.9,91.0,0.6043478260869566,7.634782608695652,11.826086956521738,50.1,7.030434782608695,34.73478260869565,65.95,5.0,25.0,2023,592.4869565217391,2290.7589130434785,53.675841209829855,1.5,1
Hanumakonda,2023-05-25,3.928571428571429,26.457142857142856,41.44285714285714,25.335714285714285,80.82142857142857,0.0,8.671428571428573,14.985714285714288,55.48571428571428,8.671428571428573,33.95,53.07857142857143,5.0,25.0,2023,831.4930612244898,1802.0175,75.19367346938778,3.64,1
Hyderabad,2023-05-25,0.0,28.0125,39.75625,30.3125,70.60625,0.0,14.55625,11.743750000000002,40.29375,14.55625,33.884375,50.459375,5.0,25.0,2023,473.1997265625001,1709.784384765625,211.8844140625,0.04,0
Jagtial,2023-05-25,0.0,27.75,42.93888888888889,25.294444444444444,69.5611111111111,0.0,7.26111111111111,15.18888888888889,44.26666666666666,7.26111111111111,35.34444444444445,47.42777777777778,5.0,25.0,2023,672.3614814814814,1676.3084567901235,52.72373456790122,0.61,1
Jangaon,2023-05-25,1.2583333333333333,26.23333333333333,42.00833333333333,28.541666666666668,79.28333333333333,0.0,12.408333333333331,15.775,50.74166666666666,12.408333333333331,34.12083333333334,53.9125,5.0,25.0,2023,800.4497916666664,1839.5394270833333,153.96673611111112,0.04,0
Jayashankar,2023-05-25,0.0,29.572727272727278,43.32727272727273,26.35454545454545,73.24545454545455,0.0,11.181818181818182,13.754545454545454,46.8909090909091,11.181818181818182,36.45,49.8,5.0,25.0,2023,644.9631404958678,1815.21,125.03305785123966,0.04,0
Jogulamba Gadwal,2023-05-25,0.65,26.925,40.391666666666666,25.625,69.675,0.1416666666666667,14.983333333333334,13.466666666666663,44.05,14.841666666666669,33.65833333333333,47.65,5.0,25.0,2023,593.2066666666666,1603.8195833333332,222.3776388888889,0.94,1
Kamareddy,2023-05-25,0.7772727272727273,27.281818181818185,40.91363636363637,26.722727272727276,71.12272727272727,0.0227272727272727,14.072727272727274,13.63181818181818,44.400000000000006,14.05,34.09772727272728,48.92272727272727,5.0,25.0,2023,605.2527272727273,1668.153811983471,197.7218181818182,0.04,0
Karimnagar,2023-05-25,0.00625,28.2875,42.375,22.275,65.4875,0.0,8.75,14.0875,43.2125,8.75,35.33125,43.88125,5.0,25.0,2023,608.7560937499999,1550.3794140624996,76.5625,0.04,0
Khammam,2023-05-25,0.1571428571428571,28.323809523809523,41.81904761904762,36.595238095238095,97.4095238095238,0.0,7.347619047619048,13.4952380952381,60.81428571428571,7.347619047619048,35.07142857142857,67.00238095238095,5.0,25.0,2023,820.7032653061227,2349.8692176870745,53.98750566893425,0.04,0
Kumuram Bheem,2023-05-25,2.9799999999999995,26.84,41.53333333333333,27.426666666666662,79.29333333333334,0.0,11.333333333333334,14.693333333333332,51.866666666666674,11.333333333333334,34.18666666666667,53.36,5.0,25.0,2023,762.0942222222222,1824.2005333333332,128.44444444444446,0.04,0
Mahabubabad,2023-05-25,0.2,28.61875,42.16875,29.1875,86.9125,0.01875,8.275,13.549999999999995,57.725,8.25625,35.39375,58.05,5.0,25.0,2023,782.1737499999998,2054.6071875,68.32046875,2.815,1
Mahabubnagar,2023-05-25,0.09375,27.125,39.43125,31.36875,76.55,0.0,6.3625,12.30625,45.18125,6.3625,33.278125,53.959375,5.0,25.0,2023,556.0117578124999,1795.666826171875,40.48140625,0.04,0
Mancherial,2023-05-25,0.0722222222222222,28.883333333333333,42.66111111111111,25.00555555555556,65.86111111111111,0.0,7.488888888888888,13.77777777777778,40.855555555555554,7.488888888888888,35.772222222222226,45.43333333333334,5.0,25.0,2023,562.8987654320988,1625.2512962962967,56.08345679012344,1.36,1
Medak,2023-05-25,0.1047619047619047,27.052380952380958,39.44761904761905,27.63809523809524,71.55714285714286,0.119047619047619,8.142857142857142,12.395238095238096,43.91904761904763,8.023809523809524,33.25,49.59761904761905,5.0,25.0,2023,544.3870521541952,1649.1208333333334,65.33673469387755,0.42,1
Medchal-Malkajgiri,2023-05-25,0.0,27.866666666666667,39.7,29.52,70.74666666666667,0.0,12.226666666666668,11.833333333333336,41.226666666666674,12.226666666666668,33.78333333333333,50.13333333333333,5.0,25.0,2023,487.84888888888906,1693.671111111111,149.4913777777778,0.04,0
Mulugu,2023-05-25,0.0,29.11111111111111,42.91111111111111,27.366666666666667,84.42222222222222,0.0111111111111111,8.755555555555555,13.8,57.05555555555555,8.744444444444444,36.01111111111111,55.894444444444446,5.0,25.0,2023,787.3666666666667,2012.821049382716,76.56246913580246,2.19,1
Nagarkurnool,2023-05-25,0.015,26.615,38.83,31.695,70.32000000000001,0.005,9.68,12.215,38.62500000000001,9.675,32.7225,51.00750000000001,5.0,25.0,2023,471.8043750000001,1669.09291875,93.65399999999998,0.11,1
Nalgonda,2023-05-25,0.4483870967741936,28.374193548387098,41.3258064516129,31.73225806451613,70.14838709677419,0.0,8.25483870967742,12.9516129032258,38.416129032258056,8.25483870967742,34.849999999999994,50.94032258064516,5.0,25.0,2023,497.5508324661808,1775.2702419354837,68.14236212278878,0.45,1
Narayanpet,2023-05-25,0.0181818181818181,27.663636363636364,39.90909090909091,27.61818181818182,74.06363636363636,0.1363636363636363,11.827272727272726,12.245454545454542,46.44545454545454,11.69090909090909,33.78636363636363,50.84090909090909,5.0,25.0,2023,568.7457024793387,1717.7294421487602,138.27157024793385,0.14,1
Nirmal,2023-05-25,0.0684210526315789,27.70526315789473,41.99473684210526,26.010526315789477,63.18947368421052,0.0,9.794736842105262,14.289473684210527,37.17894736842105,9.794736842105262,34.849999999999994,44.6,5.0,25.0,2023,531.2675900277009,1554.3099999999995,95.93686980609417,0.19,1
Nizamabad,2023-05-25,0.0344827586206896,28.05862068965517,41.51379310344828,24.879310344827587,65.30344827586207,0.0,9.772413793103448,13.455172413793104,40.42413793103448,9.772413793103448,34.786206896551725,45.09137931034483,5.0,25.0,2023,543.9137455410225,1568.558049940547,95.50007134363852,0.5,1
Peddapalli,2023-05-25,0.0142857142857142,28.8,43.65,30.414285714285715,76.56428571428572,0.0,8.842857142857143,14.849999999999998,46.150000000000006,8.842857142857143,36.225,53.489285714285714,5.0,25.0,2023,685.3275,1937.649375,78.19612244897961,3.12,1
Rajanna Sircilla,2023-05-25,0.0,28.04615384615385,42.53846153846154,27.50769230769231,69.26923076923077,0.0,7.823076923076924,14.49230769230769,41.761538461538464,7.823076923076924,35.292307692307695,48.38846153846154,5.0,25.0,2023,605.2210650887573,1707.7404733727813,61.20053254437871,1.56,1
Rangareddy,2023-05-25,0.2592592592592592,26.77037037037037,38.8074074074074,32.65185185185185,75.93703703703704,0.0037037037037037,12.074074074074074,12.037037037037036,43.28518518518519,12.070370370370371,32.788888888888884,54.29444444444445,5.0,25.0,2023,521.025377229081,1780.2545061728397,145.73854595336078,0.035,1
Sangareddy,2023-05-25,1.8148148148148149,26.177777777777777,39.31481481481482,30.51111111111111,75.31481481481481,0.3962962962962962,9.125925925925928,13.13703703703704,44.8037037037037,8.729629629629631,32.74629629629629,52.91296296296296,5.0,25.0,2023,588.5879149519891,1732.7035631001368,79.6659533607682,0.07,1
Siddipet,2023-05-25,0.1374999999999999,27.1375,40.875,25.945833333333336,66.82916666666667,0.0,8.483333333333333,13.7375,40.883333333333326,8.483333333333333,34.00625,46.3875,5.0,25.0,2023,561.6347916666666,1577.464921875,71.96694444444444,1.69,1
Suryapet,2023-05-25,0.0,28.343478260869563,42.221739130434784,30.608695652173918,82.76521739130435,0.0,6.28695652173913,13.87826086956522,52.15652173913043,6.28695652173913,35.28260869565217,56.686956521739134,5.0,25.0,2023,723.8418147448017,2000.0637051039696,39.52582230623818,1.3299999999999998,1
Vikarabad,2023-05-25,0.9157894736842104,26.18947368421053,38.3421052631579,31.242105263157896,76.82105263157895,0.0105263157894736,6.126315789473685,12.152631578947371,45.578947368421055,6.115789473684211,32.26578947368421,54.03157894736842,5.0,25.0,2023,553.9041551246539,1743.3715512465374,37.46725761772854,0.0,0
Wanaparthy,2023-05-25,0.0,27.414285714285715,39.67857142857143,31.9,69.18571428571428,0.0071428571428571,8.607142857142858,12.264285714285716,37.285714285714285,8.6,33.54642857142857,50.54285714285714,5.0,25.0,2023,457.28265306122455,1695.5323469387756,74.02142857142857,0.04,0
Warangal,2023-05-25,2.0846153846153848,26.053846153846152,41.900000000000006,27.0,88.25384615384615,0.0076923076923076,10.153846153846152,15.846153846153854,61.25384615384616,10.146153846153846,33.97692307692308,57.62692307692308,5.0,25.0,2023,970.6378698224856,1957.9855325443789,103.0224852071006,0.04,0
Yadadri Bhuvanagiri,2023-05-25,0.5,27.11176470588235,40.92352941176471,30.91176470588235,71.65294117647058,0.0,10.970588235294118,13.81176470588236,40.74117647058823,10.970588235294118,34.01764705882353,51.28235294117646,5.0,25.0,2023,562.7075432525954,1744.5049826989616,120.3538062283737,0.71,1
Adilabad,2023-05-26,0.0,26.633333333333333,39.577777777777776,29.766666666666666,53.93333333333333,0.2222222222222222,11.944444444444445,12.944444444444445,24.166666666666664,11.722222222222223,33.105555555555554,41.85,5.0,26.0,2023,312.824074074074,1385.4674999999995,140.01543209876544,0.0,0
Bhadradri Kothagudem,2023-05-26,1.6173913043478263,27.47826086956522,41.00434782608696,38.08695652173913,86.30869565217391,0.0347826086956521,6.843478260869565,13.526086956521738,48.22173913043478,6.808695652173913,34.24130434782609,62.197826086956525,5.0,26.0,2023,652.2514366729678,2129.7346928166357,46.5951606805293,0.275,1
Hanumakonda,2023-05-26,0.0,27.9,39.614285714285714,27.392857142857142,67.46428571428571,0.0,7.528571428571429,11.714285714285712,40.07142857142857,7.528571428571429,33.75714285714286,47.42857142857142,5.0,26.0,2023,469.408163265306,1601.0530612244895,56.679387755102056,0.0,0
Hyderabad,2023-05-26,0.0,27.93125,37.4,31.18125,67.95,0.0,12.36875,9.46875,36.76875,12.36875,32.665625,49.565625,5.0,26.0,2023,348.15410156250005,1619.0921191406248,152.9859765625,0.04,0
Jagtial,2023-05-26,0.0,27.33333333333333,41.41111111111111,27.0,65.77222222222223,0.0,10.261111111111113,14.07777777777778,38.77222222222223,10.261111111111113,34.37222222222222,46.38611111111111,5.0,26.0,2023,545.8267283950619,1594.3937191358025,105.2904012345679,0.0,0
Jangaon,2023-05-26,0.0,27.366666666666664,40.016666666666666,28.266666666666666,63.85,0.0,12.258333333333333,12.650000000000002,35.583333333333336,12.258333333333333,33.69166666666666,46.05833333333334,5.0,26.0,2023,450.1291666666668,1551.7820138888887,150.2667361111111,0.04,0
Jayashankar,2023-05-26,0.0,27.981818181818184,41.79090909090909,27.76363636363636,67.60909090909091,0.1363636363636363,12.363636363636363,13.809090909090903,39.845454545454544,12.227272727272728,34.88636363636364,47.68636363636364,5.0,26.0,2023,550.2295041322312,1663.60382231405,151.17355371900825,0.04,0
Jogulamba Gadwal,2023-05-26,0.0,27.5,37.38333333333333,29.53333333333333,68.8,0.075,14.608333333333334,9.883333333333333,39.266666666666666,14.533333333333337,32.44166666666666,49.16666666666666,5.0,26.0,2023,388.0855555555555,1595.0486111111109,212.30777777777783,0.0,0
Kamareddy,2023-05-26,0.0,26.55909090909091,38.45,28.895454545454548,67.30000000000001,0.0,12.418181818181818,11.890909090909089,38.40454545454546,12.418181818181818,32.50454545454545,48.09772727272728,5.0,26.0,2023,456.6649586776859,1563.3947623966944,154.21123966942147,0.04,0
Karimnagar,2023-05-26,0.0,27.78125,40.63125,25.71875,59.725,0.0,9.4875,12.85,34.00625,9.4875,34.20625,42.721875,5.0,26.0,2023,436.9803125000001,1461.3551367187497,90.01265624999998,0.04,0
Khammam,2023-05-26,1.5285714285714287,27.285714285714285,41.60952380952381,34.95238095238095,88.85238095238095,0.0,8.085714285714285,14.323809523809524,53.900000000000006,8.085714285714285,34.44761904761904,61.90238095238095,5.0,26.0,2023,772.0533333333334,2132.3896371882083,65.37877551020408,0.04,0
Kumuram Bheem,2023-05-26,0.0,27.03333333333333,40.373333333333335,29.68,65.09333333333333,0.0,10.56,13.34,35.413333333333334,10.56,33.70333333333333,47.38666666666667,5.0,26.0,2023,472.41386666666665,1597.0886222222225,111.5136,0.04,0
Mahabubabad,2023-05-26,0.0,27.55625,41.25,27.2,73.29375,0.0625,7.9,13.69375,46.09375,7.8375,34.403125,50.246875,5.0,26.0,2023,631.1962890625001,1728.649521484375,61.916250000000005,0.0,0
Mahabubnagar,2023-05-26,0.16875,26.3625,36.7125,35.09375,73.40625,0.05625,7.3125,10.349999999999998,38.3125,7.25625,31.5375,54.25,5.0,26.0,2023,396.5343749999999,1710.9093750000002,53.061328125,0.04,0
Mancherial,2023-05-26,0.0111111111111111,27.788888888888888,41.20555555555556,25.63888888888889,62.55,0.0111111111111111,9.444444444444445,13.416666666666668,36.91111111111111,9.433333333333334,34.49722222222222,44.09444444444445,5.0,26.0,2023,495.2240740740741,1521.1358487654322,89.0925925925926,0.0,0
Medak,2023-05-26,0.0,25.63809523809524,37.76190476190476,29.4,71.26666666666667,0.0,12.357142857142858,12.123809523809523,41.86666666666667,12.357142857142858,31.7,50.33333333333333,5.0,26.0,2023,507.583492063492,1595.5666666666664,152.69897959183675,0.0,0
Medchal-Malkajgiri,2023-05-26,0.0,27.386666666666667,37.13333333333333,30.453333333333333,67.56,0.0,10.293333333333331,9.746666666666666,37.10666666666667,10.293333333333331,32.26,49.00666666666667,5.0,26.0,2023,361.6663111111111,1580.9550666666669,105.9527111111111,0.04,0
Mulugu,2023-05-26,0.0,27.922222222222224,41.65555555555555,27.11111111111111,77.3111111111111,0.0,12.055555555555555,13.733333333333327,50.19999999999999,12.055555555555555,34.78888888888889,52.21111111111111,5.0,26.0,2023,689.4133333333328,1816.366543209877,145.3364197530864,0.15,1
Nagarkurnool,2023-05-26,0.0,27.135,36.645,37.415,68.21000000000001,0.0,11.35,9.509999999999994,30.79500000000001,11.35,31.89,52.8125,5.0,26.0,2023,292.8604499999999,1684.190625,128.8225,0.0,0
Nalgonda,2023-05-26,0.0,29.20967741935484,40.50322580645161,29.570967741935487,60.93870967741936,0.1193548387096774,10.36774193548387,11.29354838709677,31.367741935483867,10.248387096774191,34.85645161290323,45.25483870967742,5.0,26.0,2023,354.2531113423516,1577.423095733611,106.2526326742976,0.0,0
Narayanpet,2023-05-26,0.0,26.227272727272727,37.24545454545454,30.327272727272728,69.7909090909091,0.0,12.19090909090909,11.018181818181816,39.46363636363637,12.19090909090909,31.736363636363635,50.05909090909091,5.0,26.0,2023,434.817520661157,1588.693512396694,148.6182644628099,0.0,0
Nirmal,2023-05-26,0.0,26.031578947368423,39.98947368421052,29.163157894736845,64.22631578947369,0.0,9.726315789473684,13.9578947368421,35.06315789473685,9.726315789473684,33.01052631578948,46.694736842105264,5.0,26.0,2023,489.4078670360109,1541.41783933518,94.6012188365651,0.0,0
Nizamabad,2023-05-26,0.4275862068965517,26.406896551724135,39.26896551724138,28.941379310344825,66.67241379310344,0.0,10.26551724137931,12.862068965517238,37.731034482758616,10.26551724137931,32.83793103448276,47.80689655172414,5.0,26.0,2023,485.2991676575504,1569.8795719381687,105.38084423305588,0.0,0
Peddapalli,2023-05-26,0.0,28.321428571428573,42.142857142857146,32.628571428571426,71.03571428571429,0.0,11.085714285714284,13.821428571428571,38.40714285714287,11.085714285714284,35.23214285714286,51.832142857142856,5.0,26.0,2023,530.8415816326533,1826.157461734694,122.89306122448978,0.0,0
Rajanna Sircilla,2023-05-26,0.0,27.50769230769231,40.44615384615384,30.63076923076923,71.62307692307692,0.1615384615384615,12.438461538461535,12.938461538461532,40.99230769230769,12.276923076923076,33.97692307692307,51.12692307692308,5.0,26.0,2023,530.3773964497038,1737.1355325443783,152.70603550295854,0.0,0
Rangareddy,2023-05-26,0.0,26.42962962962963,36.6925925925926,31.23333333333333,70.95555555555555,0.0333333333333333,14.862962962962964,10.262962962962966,39.72222222222221,14.82962962962963,31.561111111111117,51.09444444444444,5.0,26.0,2023,407.6676954732511,1612.597438271605,220.41223593964335,0.0,0
Sangareddy,2023-05-26,0.0,26.22962962962963,37.23333333333333,30.94074074074074,67.28888888888889,0.0,9.862962962962964,11.003703703703705,36.34814814814816,9.862962962962964,31.73148148148148,49.114814814814814,5.0,26.0,2023,399.96425240054873,1558.4858367626885,97.27803840877915,0.0,0
Siddipet,2023-05-26,0.1083333333333333,26.820833333333336,38.9375,27.820833333333336,62.5,0.0625,10.454166666666667,12.116666666666664,34.67916666666666,10.391666666666667,32.87916666666667,45.16041666666667,5.0,26.0,2023,420.1959027777776,1484.8368663194449,108.6362152777778,0.0,0
Suryapet,2023-05-26,0.0,27.843478260869563,41.278260869565216,29.460869565217397,74.06521739130434,0.0,8.404347826086957,13.434782608695652,44.60434782608695,8.404347826086957,34.56086956521739,51.76304347826087,5.0,26.0,2023,599.2497164461247,1788.9757939508504,70.63306238185255,0.0,0
Vikarabad,2023-05-26,0.0,25.526315789473685,37.026315789473685,28.13684210526316,67.58947368421053,0.0,6.647368421052631,11.5,39.452631578947376,6.647368421052631,31.276315789473685,47.86315789473685,5.0,26.0,2023,453.7052631578948,1496.98324099723,44.18750692520775,0.0,0
Wanaparthy,2023-05-26,0.0,27.607142857142858,36.707142857142856,39.04285714285714,67.63571428571429,0.0,9.621428571428572,9.099999999999998,28.59285714285714,9.621428571428572,32.15714285714286,53.33928571428572,5.0,26.0,2023,260.19499999999994,1715.239030612245,92.57188775510204,0.04,0
Warangal,2023-05-26,0.0,27.192307692307693,40.70769230769231,27.46923076923077,74.32307692307693,0.0,9.176923076923076,13.51538461538462,46.85384615384616,9.176923076923076,33.95,50.89615384615385,5.0,26.0,2023,633.2477514792902,1727.9244230769234,84.21591715976331,0.04,0
Yadadri Bhuvanagiri,2023-05-26,0.0,26.811764705882357,38.57647058823529,30.97647058823529,67.40588235294118,0.0,7.582352941176471,11.764705882352937,36.42941176470588,7.582352941176471,32.69411764705882,49.19117647058823,5.0,26.0,2023,428.5813148788925,1608.2621107266432,57.49207612456748,0.0,0
Adilabad,2023-05-27,0.0,26.727777777777774,39.76111111111111,25.35,49.63333333333333,0.1111111111111111,14.761111111111113,13.033333333333337,24.28333333333333,14.65,33.24444444444445,37.49166666666667,5.0,27.0,2023,316.4927777777778,1246.3896296296298,216.2502777777778,0.03,1
Bhadradri Kothagudem,2023-05-27,0.0,26.169565217391305,41.1,28.839130434782607,95.5391304347826,0.0,6.865217391304348,14.9304347826087,66.7,6.865217391304348,33.63478260869565,62.189130434782605,5.0,27.0,2023,995.8600000000004,2091.717882797732,47.131209829867686,0.01,1
